               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.015871,            0.010485,           0.0039767,             0.96368,              0.9694,             0.98777,             0.87864,            0.007042,           0.0037152,          0.00031524,            0.002344,            0.002344,            0.002344
                 118,            0.016658,            0.010548,           0.0051542,             0.96345,             0.97121,             0.98787,             0.87923,           0.0070334,           0.0037097,          0.00031316,            0.002278,            0.002278,            0.002278
                 119,            0.016732,            0.010456,           0.0038556,             0.96332,             0.97156,             0.98793,             0.87935,           0.0070249,           0.0037035,          0.00030907,            0.002212,            0.002212,            0.002212
                 120,            0.016264,            0.010451,           0.0040884,             0.96342,             0.97126,             0.98799,             0.87984,           0.0070172,           0.0036977,          0.00030658,            0.002146,            0.002146,            0.002146
                 121,            0.015452,            0.010349,           0.0038293,             0.96391,             0.97126,             0.98809,             0.87979,           0.0070094,           0.0036931,          0.00030284,             0.00208,             0.00208,             0.00208
                 122,            0.015567,            0.010216,           0.0040939,             0.96466,             0.97044,             0.98817,             0.87988,           0.0070028,           0.0036875,          0.00030044,            0.002014,            0.002014,            0.002014
                 123,              0.0154,             0.01026,           0.0039755,             0.96437,             0.97171,             0.98822,              0.8802,           0.0069949,           0.0036835,          0.00029742,            0.001948,            0.001948,            0.001948
                 124,            0.016629,             0.01043,           0.0043447,             0.96526,              0.9717,             0.98826,             0.88058,            0.006987,           0.0036783,          0.00029534,            0.001882,            0.001882,            0.001882
                 125,             0.01553,            0.010247,           0.0035699,              0.9656,             0.97192,             0.98831,             0.88086,           0.0069816,           0.0036741,          0.00029367,            0.001816,            0.001816,            0.001816
                 126,            0.016289,            0.010352,           0.0038781,             0.96616,             0.97174,             0.98831,             0.88144,           0.0069736,           0.0036694,          0.00029228,             0.00175,             0.00175,             0.00175
                 127,            0.015694,            0.010212,           0.0038107,              0.9667,             0.97204,             0.98835,             0.88189,           0.0069656,           0.0036651,          0.00029063,            0.001684,            0.001684,            0.001684
                 128,            0.016355,             0.01033,           0.0036061,             0.96683,             0.97188,             0.98837,             0.88221,           0.0069567,           0.0036612,          0.00028884,            0.001618,            0.001618,            0.001618
                 129,            0.015461,            0.010079,           0.0036552,             0.96685,             0.97185,             0.98844,             0.88267,           0.0069496,           0.0036571,          0.00028766,            0.001552,            0.001552,            0.001552
                 130,             0.01511,            0.010089,           0.0040248,             0.96685,               0.972,             0.98846,              0.8831,           0.0069429,           0.0036529,          0.00028568,            0.001486,            0.001486,            0.001486
                 131,            0.015582,            0.010077,           0.0035986,             0.96656,              0.9721,              0.9885,             0.88334,           0.0069365,           0.0036491,          0.00028353,             0.00142,             0.00142,             0.00142
                 132,            0.015298,            0.010126,           0.0036834,             0.96712,             0.97215,             0.98853,             0.88385,           0.0069299,           0.0036451,          0.00027997,            0.001354,            0.001354,            0.001354
                 133,            0.015625,            0.010118,           0.0037758,             0.96558,             0.97339,             0.98856,             0.88401,           0.0069239,           0.0036412,          0.00027711,            0.001288,            0.001288,            0.001288
                 134,            0.015231,            0.010024,           0.0030401,             0.96596,             0.97353,             0.98859,             0.88397,           0.0069171,           0.0036371,          0.00027435,            0.001222,            0.001222,            0.001222
                 135,            0.014723,           0.0099631,           0.0033825,             0.96709,             0.97283,             0.98864,             0.88416,           0.0069095,           0.0036329,          0.00027133,            0.001156,            0.001156,            0.001156
                 136,            0.015237,           0.0099491,           0.0035013,             0.96676,             0.97293,             0.98869,             0.88466,           0.0069038,           0.0036295,          0.00026831,             0.00109,             0.00109,             0.00109
                 137,            0.015393,             0.01007,           0.0038012,             0.96691,             0.97304,             0.98873,             0.88444,           0.0068989,           0.0036259,          0.00026548,            0.001024,            0.001024,            0.001024
                 138,            0.014403,           0.0099342,           0.0033387,             0.96723,             0.97322,             0.98877,             0.88467,           0.0068933,           0.0036226,           0.0002624,            0.000958,            0.000958,            0.000958
                 139,            0.014715,            0.010009,           0.0030493,             0.96756,             0.97315,             0.98881,             0.88458,           0.0068878,           0.0036191,          0.00025866,            0.000892,            0.000892,            0.000892
                 140,            0.014392,           0.0098084,           0.0029568,              0.9673,             0.97396,             0.98884,             0.88458,           0.0068819,           0.0036154,          0.00025523,            0.000826,            0.000826,            0.000826
                 141,            0.014677,           0.0098197,           0.0031156,             0.96771,             0.97361,             0.98886,             0.88496,           0.0068762,           0.0036115,          0.00025178,             0.00076,             0.00076,             0.00076
                 142,            0.014184,           0.0098309,           0.0033484,             0.96778,             0.97361,             0.98889,             0.88521,           0.0068703,            0.003608,          0.00024821,            0.000694,            0.000694,            0.000694
                 143,            0.014185,           0.0098011,           0.0032737,             0.96804,              0.9734,             0.98892,             0.88537,           0.0068645,           0.0036047,          0.00024515,            0.000628,            0.000628,            0.000628
                 144,            0.014199,           0.0098135,           0.0029315,             0.96819,             0.97313,             0.98893,             0.88562,           0.0068594,           0.0036017,          0.00024236,            0.000562,            0.000562,            0.000562
                 145,            0.014819,            0.009825,           0.0029264,             0.96817,             0.97308,             0.98896,             0.88581,           0.0068553,           0.0035987,          0.00023916,            0.000496,            0.000496,            0.000496
                 146,            0.014174,           0.0096987,           0.0029033,             0.96769,             0.97377,             0.98902,             0.88597,           0.0068509,           0.0035959,          0.00023597,             0.00043,             0.00043,             0.00043
                 147,            0.014201,           0.0098812,           0.0028258,              0.9676,             0.97382,             0.98905,             0.88639,           0.0068458,            0.003593,          0.00023333,            0.000364,            0.000364,            0.000364
                 148,            0.014494,           0.0098207,           0.0028577,             0.96747,             0.97393,             0.98906,             0.88637,           0.0068405,             0.00359,           0.0002304,            0.000298,            0.000298,            0.000298
                 149,            0.014197,           0.0096399,           0.0029232,             0.96706,              0.9743,             0.98904,             0.88658,           0.0068349,           0.0035871,          0.00022717,            0.000232,            0.000232,            0.000232
