               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.025467,            0.012852,           0.0068961,             0.91994,             0.93767,             0.95209,             0.77301,            0.016868,           0.0033709,          0.00038013,             0.00769,             0.00769,             0.00769
                  37,            0.024578,            0.012692,           0.0063383,             0.90338,             0.92962,             0.94541,             0.75841,            0.016558,           0.0035019,          0.00042559,            0.007624,            0.007624,            0.007624
                  38,            0.024217,            0.012839,           0.0062166,             0.90255,             0.93165,             0.94589,             0.76603,            0.015871,           0.0034874,          0.00052091,            0.007558,            0.007558,            0.007558
                  39,            0.024293,            0.012648,           0.0064009,              0.9154,             0.93353,              0.9481,             0.76812,            0.016104,           0.0033892,          0.00041271,            0.007492,            0.007492,            0.007492
                  40,            0.024301,            0.012655,           0.0063549,             0.91824,             0.93122,             0.94909,             0.76909,            0.015981,           0.0034184,          0.00045839,            0.007426,            0.007426,            0.007426
                  41,            0.024162,            0.012694,           0.0065623,             0.91518,             0.93855,              0.9511,             0.77203,            0.015635,           0.0034088,          0.00030026,             0.00736,             0.00736,             0.00736
                  42,            0.024329,            0.012558,           0.0063245,             0.91245,              0.9346,             0.94854,             0.77138,            0.015407,           0.0034681,           0.0003377,            0.007294,            0.007294,            0.007294
                  43,            0.023639,             0.01258,           0.0058279,             0.90997,             0.93883,             0.94875,             0.77144,            0.015308,           0.0034657,          0.00037698,            0.007228,            0.007228,            0.007228
                  44,            0.022989,             0.01237,           0.0058168,             0.90368,             0.94346,             0.95074,             0.77194,            0.015401,           0.0034473,          0.00032878,            0.007162,            0.007162,            0.007162
                  45,            0.023351,            0.012333,           0.0057011,             0.94087,             0.91936,             0.95501,             0.78418,            0.014786,           0.0033755,          0.00028378,            0.007096,            0.007096,            0.007096
